pcode,year,month,rainfall_mm,rainfall_historic_avg_mm,rainfall_anomaly_pct,rice_price_usd_per_kg,flour_price_usd_per_kg,oil_price_usd_per_l,lentils_price_usd_per_kg,avg_food_price_usd_per_kg,debt_service_total_usd,debt_stock_pct_gni,debt_stock_total_usd,date
BD10,2003,1,8.8115941,10.6981731,-17.634590339541237,0.25,0.34,0.93,0.79,0.25,659152139.2,29.4649511156153,18440377575.4,2003-01-01
BD10,2003,2,22.578656,36.593272,-38.2983407441674,0.25,0.34,0.93,0.79,0.25,659152139.2,29.4649511156153,18440377575.4,2003-02-01
BD10,2003,3,169.1728583,99.255492,70.44181121987687,0.25,0.34,0.93,0.79,0.25,659152139.2,29.4649511156153,18440377575.4,2003-03-01
BD10,2003,4,185.536234,221.155743,-16.106074622715084,0.25,0.34,0.93,0.79,0.25,659152139.2,29.4649511156153,18440377575.4,2003-04-01
BD10,2003,5,407.487482,508.682385,-19.893533958326472,0.25,0.34,0.93,0.79,0.25,659152139.2,29.4649511156153,18440377575.4,2003-05-01
BD10,2003,6,1380.4456,888.34484,55.395240433883764,0.25,0.34,0.93,0.79,0.25,659152139.2,29.4649511156153,18440377575.4,2003-06-01
BD10,2003,7,624.979443,1092.24822,-42.78045671706382,0.25,0.34,0.93,0.79,0.25,659152139.2,29.4649511156153,18440377575.4,2003-07-01
BD10,2003,8,596.83741,839.2185400000001,-28.88176540999679,0.25,0.34,0.93,0.79,0.25,659152139.2,29.4649511156153,18440377575.4,2003-08-01
BD10,2003,9,478.884587,671.755974,-28.7115253849607,0.25,0.34,0.93,0.79,0.25,659152139.2,29.4649511156153,18440377575.4,2003-09-01
BD10,2003,10,402.68062899999995,404.563576,-0.4654267244266346,0.25,0.34,0.93,0.79,0.25,659152139.2,29.4649511156153,18440377575.4,2003-10-01
BD10,2003,11,21.4197626,84.517515,-74.65642168963439,0.25,0.34,0.93,0.79,0.25,659152139.2,29.4649511156153,18440377575.4,2003-11-01
BD10,2003,12,27.2007914,16.4037775,65.82028986920847,0.25,0.34,0.93,0.79,0.25,659152139.2,29.4649511156153,18440377575.4,2003-12-01
BD10,2004,1,7.5507244,10.6981731,-29.420431606215086,0.25,0.34,0.93,0.79,0.25,653283766.1,29.0231053050116,19714073691.8,2004-01-01
BD10,2004,2,15.2374179,36.593272,-58.36005618737783,0.25,0.34,0.93,0.79,0.25,653283766.1,29.0231053050116,19714073691.8,2004-02-01
BD10,2004,3,43.2202903,99.255492,-56.455517544560664,0.25,0.34,0.93,0.79,0.25,653283766.1,29.0231053050116,19714073691.8,2004-03-01
BD10,2004,4,432.9971,221.155743,95.7883137585986,0.25,0.34,0.93,0.79,0.25,653283766.1,29.0231053050116,19714073691.8,2004-04-01
BD10,2004,5,276.54308530000003,508.682385,-45.635411515183485,0.25,0.34,0.93,0.79,0.25,653283766.1,29.0231053050116,19714073691.8,2004-05-01
BD10,2004,6,1223.703532,888.34484,37.750958512912625,0.25,0.34,0.93,0.79,0.25,653283766.1,29.0231053050116,19714073691.8,2004-06-01
BD10,2004,7,853.13016,1092.24822,-21.892281957667088,0.25,0.34,0.93,0.79,0.25,653283766.1,29.0231053050116,19714073691.8,2004-07-01
BD10,2004,8,753.99631,839.2185400000001,-10.15495081888921,0.25,0.34,0.93,0.79,0.25,653283766.1,29.0231053050116,19714073691.8,2004-08-01
BD10,2004,9,1043.7377900000001,671.755974,55.374545280932644,0.25,0.34,0.93,0.79,0.25,653283766.1,29.0231053050116,19714073691.8,2004-09-01
BD10,2004,10,469.7133047,404.563576,16.10370595992556,0.25,0.34,0.93,0.79,0.25,653283766.1,29.0231053050116,19714073691.8,2004-10-01
BD10,2004,11,19.5839263,84.517515,-76.82855879044716,0.25,0.34,0.93,0.79,0.25,653283766.1,29.0231053050116,19714073691.8,2004-11-01
BD10,2004,12,8.9056655,16.4037775,-45.709666569178964,0.25,0.34,0.93,0.79,0.25,653283766.1,29.0231053050116,19714073691.8,2004-12-01
BD10,2005,1,12.858497999999999,10.6981731,20.19340012361549,0.25,0.34,0.93,0.79,0.25,812105988.3,25.5020847255283,18503086016.3,2005-01-01
