pcode,year,month,rainfall_mm,rainfall_historic_avg_mm,rainfall_anomaly_pct,rice_price_usd_per_kg,flour_price_usd_per_kg,oil_price_usd_per_l,lentils_price_usd_per_kg,avg_food_price_usd_per_kg,debt_service_total_usd,debt_stock_pct_gni,debt_stock_total_usd,date
BD30,2006,8,235.921271,312.475324,-24.499231497716604,0.24,0.31,0.6719999999999999,0.79,0.275,712935810.5,26.5815575749539,20160932717.1,2006-08-01
BD30,2006,9,345.453045,295.97136,16.71840309143424,0.2434,0.32,0.69,0.79,0.4178,712935810.5,26.5815575749539,20160932717.1,2006-09-01
BD30,2006,10,72.628454,175.530435,-58.62344100041682,0.2518,0.34,0.66,0.79,0.4559,712935810.5,26.5815575749539,20160932717.1,2006-10-01
BD30,2006,11,12.8024861,20.8823211,-38.692226603104956,0.2534,0.36,0.7,0.79,0.745,712935810.5,26.5815575749539,20160932717.1,2006-11-01
BD30,2006,12,3.06767954,5.7807091,-46.93246992829997,0.255,0.38,0.73,0.8,0.54125,712935810.5,26.5815575749539,20160932717.1,2006-12-01
BD30,2007,1,6.0428177000000005,8.2614182,-26.854959357946544,0.24230000000000002,0.38,0.74,0.8,0.540575,1008245604.3,25.4056316582734,21523544177.4,2007-01-01
BD30,2007,2,55.2127072,17.3417128,218.38093409089328,0.27,0.38,0.76,0.78,0.6033333333333334,1008245604.3,25.4056316582734,21523544177.4,2007-02-01
BD30,2007,3,23.133978,58.271454000000006,-60.299638310037714,0.2829,0.38,0.8,0.78,0.6209666666666667,1008245604.3,25.4056316582734,21523544177.4,2007-03-01
BD30,2007,4,219.093928,147.64738,48.38998700823544,0.3,0.38,0.91,0.795,0.605,1008245604.3,25.4056316582734,21523544177.4,2007-04-01
BD30,2007,5,137.465467,281.64775,-51.19241428344448,0.2847,0.38,0.96,0.81,0.4915666666666667,1008245604.3,25.4056316582734,21523544177.4,2007-05-01
BD30,2007,6,467.522086,335.33771,39.41828552476248,0.28505,0.38,1.01,0.82,0.7366666666666667,1008245604.3,25.4056316582734,21523544177.4,2007-06-01
BD30,2007,7,668.208563,383.96551,74.02827743564781,0.2854,0.4,1.0,0.855,0.5618,1008245604.3,25.4056316582734,21523544177.4,2007-07-01
BD30,2007,8,290.65746,312.475324,-6.982267822210495,0.2977,0.44,1.02,0.89,0.661925,1008245604.3,25.4056316582734,21523544177.4,2007-08-01
BD30,2007,9,277.13398800000004,295.97136,-6.364592844388714,0.3184,0.46,1.08,0.9,0.6194666666666667,1008245604.3,25.4056316582734,21523544177.4,2007-09-01
BD30,2007,10,260.330107,175.530435,48.31052347132848,0.33,0.49,1.12,0.91,0.7125,1008245604.3,25.4056316582734,21523544177.4,2007-10-01
BD30,2007,11,51.2707191,20.8823211,145.52212780599376,0.33149999999999996,0.55,1.13,0.94,0.6071666666666666,1008245604.3,25.4056316582734,21523544177.4,2007-11-01
BD30,2007,12,4.45441986,5.7807091,-22.943365892603044,0.38415999999999995,0.55,1.14,0.94,0.8766666666666666,1008245604.3,25.4056316582734,21523544177.4,2007-12-01
BD30,2008,1,18.6049726,8.2614182,125.20313279867614,0.43682,0.58,1.19,0.96,0.791705,940729371.1,23.6567567728032,23346917708.3,2008-01-01
BD30,2008,2,11.2016576,17.3417128,-35.40627889997117,0.4533333333333333,0.6,1.31,1.03,0.7877777777777778,940729371.1,23.6567567728032,23346917708.3,2008-02-01
BD30,2008,3,47.535912,58.271454000000006,-18.423329543141314,0.456125,0.64,1.39,1.1,0.89653125,940729371.1,23.6567567728032,23346917708.3,2008-03-01
BD30,2008,4,65.04005670000001,147.64738,-55.949061405627376,0.507175,0.64,1.35,1.16,0.9142937500000001,940729371.1,23.6567567728032,23346917708.3,2008-04-01
BD30,2008,5,232.133985,281.64775,-17.58003215008818,0.46403333333333335,0.63,1.42,1.1749999999999998,0.8380111111111112,940729371.1,23.6567567728032,23346917708.3,2008-05-01
BD30,2008,6,308.02072,335.33771,-8.146113361363394,0.5,0.577825,1.4449999999999998,1.19,0.845,940729371.1,23.6567567728032,23346917708.3,2008-06-01
BD30,2008,7,408.754145,383.96551,6.455953556870251,0.501025,0.5256500000000001,1.47,1.29,0.94666875,940729371.1,23.6567567728032,23346917708.3,2008-07-01
BD30,2008,8,295.720995,312.475324,-5.361808665570016,0.5055999999999999,0.565,1.34,1.3,0.9276499999999999,940729371.1,23.6567567728032,23346917708.3,2008-08-01
BD30,2008,9,242.70580999999999,295.97136,-17.99685956100618,0.4799333333333333,0.43689999999999996,1.12,1.3,0.8342083333333334,940729371.1,23.6567567728032,23346917708.3,2008-09-01
BD30,2008,10,207.9806643,175.530435,18.48695316000327,0.46746,0.4943666666666667,0.97,1.29,0.8054566666666667,940729371.1,23.6567567728032,23346917708.3,2008-10-01
BD30,2008,11,5.7458562,20.8823211,-72.4845903265035,0.399,0.44106666666666666,1.03,1.26,0.7825166666666667,940729371.1,23.6567567728032,23346917708.3,2008-11-01
BD30,2008,12,3.07320434,5.7807091,-46.83689687827398,0.47,0.37349999999999994,0.91,1.2166666666666666,0.42174999999999996,940729371.1,23.6567567728032,23346917708.3,2008-12-01
BD30,2009,1,5.4848066,8.2614182,-33.60938198238167,0.42910000000000004,0.32105000000000006,0.79,1.1733333333333333,0.5133833333333334,1032147833.3,22.9455982553559,25377795050.4,2009-01-01
BD30,2009,2,7.426795500000001,17.3417128,-57.17380638433822,0.362775,0.3249,0.76,1.13,0.64441875,1032147833.3,22.9455982553559,25377795050.4,2009-02-01
BD30,2009,3,68.3895048,58.271454000000006,17.363649103384294,0.3612666666666667,0.37,0.86,1.16,0.5304222222222222,1032147833.3,22.9455982553559,25377795050.4,2009-03-01
BD30,2009,4,63.451657000000004,147.64738,-57.02486762718038,0.318625,0.2941666666666667,0.9099999999999999,1.19,0.6009305555555555,1032147833.3,22.9455982553559,25377795050.4,2009-04-01
BD30,2009,5,284.186472,281.64775,0.901381956717214,0.38,0.2792333333333334,0.96,1.25,0.7173083333333333,1032147833.3,22.9455982553559,25377795050.4,2009-05-01
BD30,2009,6,263.808016,335.33771,-21.33064426306245,0.3,0.27,0.935,1.28,0.28500000000000003,1032147833.3,22.9455982553559,25377795050.4,2009-06-01
BD30,2009,7,436.17957,383.96551,13.598632856372964,0.3456,0.28073333333333333,0.91,1.31,0.7115833333333333,1032147833.3,22.9455982553559,25377795050.4,2009-07-01
BD30,2009,8,380.700275,312.475324,21.833708379481504,0.318575,0.2807,1.07,1.375,0.5564250000000001,1032147833.3,22.9455982553559,25377795050.4,2009-08-01
BD30,2009,9,273.171274,295.97136,-7.703477120218666,0.332275,0.26055,0.93,1.44,0.74070625,1032147833.3,22.9455982553559,25377795050.4,2009-09-01
BD30,2009,10,125.042818,175.530435,-28.76288490938908,0.33592,0.28,0.92,1.4,0.6719733333333333,1032147833.3,22.9455982553559,25377795050.4,2009-10-01
BD30,2009,11,13.970994300000001,20.8823211,-33.096545000450156,0.35000000000000003,0.26585000000000003,0.91,1.33,0.6486166666666667,1032147833.3,22.9455982553559,25377795050.4,2009-11-01
BD30,2009,12,2.9765192,5.7807091,-48.50944497449284,0.36,0.315,0.9,1.365,0.525,1032147833.3,22.9455982553559,25377795050.4,2009-12-01
BD30,2010,1,5.4751379,8.2614182,-33.726416367591696,0.435,0.3289666666666667,0.92,1.4,0.7709916666666666,1106277181.1,21.3233746649766,26571755072.0,2010-01-01
BD30,2010,2,23.111879000000002,17.3417128,33.27333503066665,0.435825,0.33499999999999996,0.92,1.31,0.75020625,1106277181.1,21.3233746649766,26571755072.0,2010-02-01
BD30,2010,3,40.821824,58.271454000000006,-29.945417184887823,0.4184,0.2922,0.9299999999999999,1.22,0.6435333333333334,1106277181.1,21.3233746649766,26571755072.0,2010-03-01
BD30,2010,4,98.860495,147.64738,-33.04283828131593,0.3896,0.33499999999999996,0.94,1.22,0.5548666666666666,1106277181.1,21.3233746649766,26571755072.0,2010-04-01
